,企业_X,品牌_X,类型_X,产品型号_X,变更扩展记录_X,推荐目录颁布年份_X,推荐目录颁布批次_X,外廓尺寸宽(mm)_X,外廓尺寸长(mm)_X,外廓尺寸高(mm)_X,总质量(kg)_X,整备质量(kg)_X,储能装置总储电量(kWh)_X,储能装置种类_X,电池系统总质量占整车整备质量比例(%)_X,电池系统能量密度(Wh/kg)_X,快充倍率_X,工况条件下百公里耗电量(Y)(kWh/100km)_X,是否允许外接充电_X,发动机型号_X,发动机生产企业_X,排量/功率(ml/kW)_X,燃料消耗量(L/100km，B状态)_X,燃料消耗量(L/100km，电量平衡运行阶段)_X,燃料电池系统峰值功率(kW)_X,燃料电池系统生产企业(主要包含电堆)_X,燃料电池系统额定功率(kW)_X,燃料种类_X,驱动电机峰值功率/转速/转矩(kW /r/min/N.m)_X,驱动电机类型_X,最高车速(km/h)_X,纯电动模式下续驶里程(km，工况法)_X,纯电动模式下续驶里程(km，等速法)_X,续驶里程(km，工况法)_X,续驶里程(km，等速法)_X,节油率水平(%)_X,Ekg单位载质量能量消耗量(Wh/km·kg)_X,30分钟最高车速(km/h)_X,吨百公里电耗(kWh/t·100km)_X,车辆基本信_X
136,深圳市五洲龙汽车股份有限公司,五洲龙牌,纯电动厢式运输车,FDG5040XXYEV1,nan,2017,8,2040,5990,2740,4495,2690,55.99,磷酸铁锂,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/4800/850,永磁同步,100,nan,nan,nan,210,nan,0.237,nan,nan,配置ID： NC238966
137,深圳市五洲龙汽车股份有限公司,五洲龙牌,纯电动客车,FDG6116EV,nan,2017,8,2500,10900,3680,17000,12500,141.52,磷酸铁锂电池,9.70,"119.64,116.71",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,185/3500/1300,永磁同步,100,nan,nan,nan,205,nan,0.239,nan,nan,配置ID： NC238391
138,深圳市五洲龙汽车股份有限公司,五洲龙牌,纯电动城市客车,FDG6853EVG2,nan,2017,8,2440,8540,3100,13500,8800,94.66,磷酸铁锂,8.98,127.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/3000/2100,永磁同步电机,69,nan,nan,nan,210,nan,0.179,nan,nan,配置ID： NC238840
139,河北御捷车业有限公司,御捷马牌,纯电动轿车,YGM7003BEV,nan,2017,8,1500,3500,1550,1240,940,nan,锂离子动力蓄电池,nan,122.42,nan,13.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30/7000/160,永磁同步,105,nan,nan,151,nan,nan,nan,100,nan,配置ID： NC238112
140,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5021XXYBEV24,nan,2017,8,1626,4430,1930,2390,1475,38.70,磷酸铁锂锂离子动力蓄电池,nan,110.40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60/9000/200,永磁同步电机,90,nan,nan,238,nan,nan,0.332,nan,nan,配置ID： NC238320
141,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5021XXYBEV26,nan,2017,8,1626,4430,1930,2390,1475,37.17,三元锂锂离子动力蓄电池,nan,133.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60/9000/200,永磁同步电机,90,nan,nan,228,nan,nan,0.326,nan,nan,配置ID： NC238425
142,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5021XXYBEV27,nan,2017,8,1626,4430,1930,2390,1475,36.86,磷酸铁锂锂离子动力蓄电池,nan,114.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60/9000/200,永磁同步电机,90,nan,nan,227,nan,nan,0.319,nan,nan,配置ID： NC238720
143,南京金龙客车制造有限公司,开沃牌,纯电动邮政车,NJL5021XYZBEV5,nan,2017,8,1626,4430,1930,2390,1475,38.70,磷酸铁锂锂离子动力蓄电池,nan,110.40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60/9000/200,永磁同步电机,90,nan,nan,238,nan,nan,0.332,nan,nan,配置ID： NC238387
144,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5032XXYBEV12,nan,2017,8,1700,5200,"2240,1980",3250,1850,46.08,磷酸铁锂锂离子动力蓄电池,nan,100.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90/6000/500,永磁同步电机,100,nan,nan,190,nan,nan,0.293,nan,nan,配置ID： NC238857
145,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5040XXYBEV24,nan,2017,8,2020,5960,"2650,2360",4490,2910,78.33,磷酸铁锂锂离子动力蓄电池,nan,103.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112/4300/750,永磁同步电机,100,nan,nan,nan,298,nan,0.318,nan,nan,配置ID： NC238093
146,南京金龙客车制造有限公司,开沃牌,纯电动厢式运输车,NJL5040XXYBEV25,nan,2017,8,2020,5960,"2650,2360",4490,2910,91.60,三元锂锂离子动力蓄电池,nan,133.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145/7000/670,永磁同步电机,100,nan,nan,nan,348,nan,0.318,nan,nan,配置ID： NC238247
147,南京金龙客车制造有限公司,开沃牌,纯电动城市客车,NJL6100BEV19,nan,2017,8,2500,10490,3170,16795,11600,258.00,磷酸铁锂蓄电池,17.10,136.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/3000/2800,永磁同步电机,69,nan,nan,nan,450,nan,0.209,nan,nan,配置ID： NC240212
148,南京金龙客车制造有限公司,开沃牌,插电式混合动力城市客车,NJL6129HEV5,nan,2017,8,2550,11980,"3050,3200",17920,"11760,11960",42.71,锰酸锂电池,5.30,nan,nan,nan,是,YC6J220-52,广西玉柴机器股份有限公司,6494/162,nan,14.90,nan,nan,nan,柴油/电混合动力,125/7000/660,永磁同步电机,69,nan,70,nan,nan,60.30,nan,nan,nan,配置ID： NC234170
149,南京金龙客车制造有限公司,开沃牌,插电式混合动力城市客车,NJL6129HEV6,nan,2017,8,2550,11980,"3050,3200",17920,"11760,11960",51.80,磷酸铁锂,4.50,nan,nan,nan,是,YC6J220-52,广西玉柴机器股份有限公司,6494/162,nan,14.89,nan,nan,nan,柴油/电混合动力,125/7000/660,永磁同步电机,69,nan,70,nan,nan,60.30,nan,nan,nan,配置ID： NC240247
150,南京金龙客车制造有限公司,开沃牌,纯电动客车,NJL6806BEV15,nan,2017,8,2160,8010,2860,9000,5900,94.84,磷酸铁锂蓄电池,13.60,115.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3500/1700,永磁同步电机,100,nan,nan,nan,250,nan,0.232,nan,nan,配置ID： NC234009
151,长沙梅花汽车制造有限公司,同心牌,纯电动城市客车,TX6831BEV,nan,2017,8,2400,8260,3150,12000,7420,92.18,磷酸铁锂蓄电池,10.70,118.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3000/2000,永磁同步电机,69,nan,nan,nan,220,nan,0.169,nan,nan,配置ID： NC221401
152,江苏卡威汽车工业集团股份有限公司,卡威牌,纯电动城市客车,JNQ6105GEV4,nan,2017,8,2500,10490,3160,14800,9400,156.67,磷酸铁锂电池,14.50,121.70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3000/2500,永磁同步电机,69,nan,nan,nan,270,nan,0.171,nan,nan,配置ID： NC240912
153,汉腾汽车有限公司,汉腾牌,纯电动多用途乘用车,GXQ6450BEVT,nan,2017,8,1820,4501,1648,1995,1620,nan,镍钴锰酸锂三元蓄电池,nan,123.09,nan,16.20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95/9000/260,永磁同步电机,140,nan,nan,252,nan,nan,nan,140,nan,配置ID： NC238860
154,华晨鑫源重庆汽车有限公司,鑫源牌,纯电动货车,JKC1020DABEV,nan,2017,8,1560,4600,1870,1900,1080,30.70,三元材料锂离子电池,nan,110.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45/6000/170,永磁同步电机,85,nan,nan,190,nan,nan,0.324,nan,nan,配置ID： NC185513
155,华晨鑫源重庆汽车有限公司,鑫源牌,纯电动仓栅式运输车,JKC5020CCY-DABEV,nan,2017,8,1560,4600,2400,1900,1200,30.70,三元材料锂离子电池,nan,110.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45/6000/170,永磁同步电机,85,nan,nan,190,nan,nan,0.414,nan,nan,配置ID： NC185938
156,华晨鑫源重庆汽车有限公司,鑫源牌,纯电动厢式运输车,JKC5020XXY-DABEV,nan,2017,8,1560,4600,2300,1900,1150,30.70,三元材料锂离子电池,nan,110.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45/6000/170,永磁同步电机,85,nan,nan,190,nan,nan,0.379,nan,nan,配置ID： NC185840
157,华晨鑫源重庆汽车有限公司,鑫源牌,纯电动多用途乘用车,JKC6450AXBEV,nan,2017,8,1680,4495,1990,2100,1570,nan,三元锂离子动力蓄电池,nan,105.60,nan,16.80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75/14000/165,永磁同步电机,110,nan,nan,190,nan,nan,nan,100,nan,配置ID： NC234441
158,湖南中车时代电动汽车股份有限公司,中国中车牌,纯电动城市客车,TEG6106BEV23,nan,2017,8,2490,10490,"3280,3150",16000,"10700,10400,10100",141.31,磷酸铁锂电池,"10.20,10.50,10.80","127.60,123.60",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3000/2500,永磁同步电机,69,nan,nan,nan,255,nan,0.194,nan,nan,配置ID： NC239060
159,湖南中车时代电动汽车股份有限公司,中国中车牌,纯电动城市客车,TEG6801BEV02,nan,2017,8,2400,8040,"3000,3150",11000,"7350,7650",94.35,磷酸铁锂蓄电池,"10.90,10.50","117.81,118.21",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135/3000/2000,永磁同步电机,69,nan,nan,nan,210,nan,0.227,nan,nan,配置ID： NC239218
160,北京华林特装车有限公司,华林牌,纯电动餐车,HLT5030XCCEV,nan,2017,8,1780,4940,"2930,2565",3495,2800,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,nan,nan,7.85,配置ID： NC225479
161,北京华林特装车有限公司,华林牌,纯电动厢式运输车,HLT5030XXYEV,nan,2017,8,1745,4900,2600,3495,2160,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.370,nan,nan,配置ID： NC187099
162,北京华林特装车有限公司,华林牌,纯电动自卸式垃圾车,HLT5030ZLJEV,nan,2017,8,1730,4320,1990,3495,2280,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.410,nan,nan,配置ID： NC210834
163,北京华林特装车有限公司,华林牌,纯电动车厢可卸式垃圾车,HLT5030ZXXEV,nan,2017,8,1680,4310,1960,3495,1990,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.330,nan,nan,配置ID： NC210235
164,北京华林特装车有限公司,华林牌,纯电动冷藏车,HLT5031XLCEV,nan,2017,8,1800,4900,2570,3495,2470,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.450,nan,nan,配置ID： NC187340
165,北京华林特装车有限公司,华林牌,纯电动桶装垃圾运输车,HLT5034CTYEV,nan,2017,8,1695,4865,1960,3495,2200,48.75,磷酸铁锂蓄电池,nan,99.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.380,nan,nan,配置ID： NC210268
166,北京华林特装车有限公司,华林牌,纯电动桶装垃圾运输车,HLT5035CTYEV,nan,2017,8,1700,4975,2050,3495,2290,48.75,磷酸铁锂蓄电池,nan,99.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/12000/310,永磁同步电机,100,nan,nan,200,nan,nan,0.410,nan,nan,配置ID： NC225519
167,北京华林特装车有限公司,华林牌,纯电动吸粪车,HLT5070GXEEV,nan,2017,8,2100,5995,2665,7320,5310,145.00,磷酸铁锂蓄电池,nan,113.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/10000/550,永磁同步电动机,100,nan,nan,nan,350,nan,nan,nan,6.57,配置ID： NC210280
168,北京华林特装车有限公司,华林牌,纯电动餐厨垃圾车,HLT5070TCAEV,nan,2017,8,2095,5850,2450,7320,5740,145.00,磷酸铁锂蓄电池,nan,113.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/10000/550,永磁同步电动机,100,nan,nan,nan,350,nan,nan,nan,6.40,配置ID： NC210540
169,北京华林特装车有限公司,华林牌,纯电动厢式运输车,HLT5070XXYEV,nan,2017,8,2080,5995,2960,7320,4790,145.00,磷酸铁锂蓄电池,nan,113.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/10000/550,永磁同步电动机,100,nan,nan,nan,350,nan,0.330,nan,nan,配置ID： NC210839
170,北京华林特装车有限公司,华林牌,纯电动自卸式垃圾车,HLT5070ZLJEV,nan,2017,8,2295,5995,2320,7320,5190,145.00,磷酸铁锂蓄电池,nan,113.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/10000/550,永磁同步电动机,100,nan,nan,nan,350,nan,0.390,nan,nan,配置ID： NC210570
171,北京华林特装车有限公司,华林牌,纯电动车厢可卸式垃圾车,HLT5160ZXXEV,nan,2017,8,2500,7500,3120,16000,10380,175.00,磷酸铁锂蓄电池,nan,105.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180/5000/1500,永磁同步电动机,85,nan,nan,nan,300,nan,0.207,nan,nan,配置ID： NC240328
172,北京华林特装车有限公司,华林牌,纯电动压缩式垃圾车,HLT5180ZYSEV,nan,2017,8,2500,7680,3000,18000,10680,175.00,磷酸铁锂蓄电池,nan,103.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180/5000/1500,永磁同步电动机,85,nan,nan,nan,200,nan,0.190,nan,nan,配置ID： NC188654
173,石家庄中博汽车有限公司,广通客车牌,纯电动城市客车,SQ6105BEVB62,nan,2017,8,2500,10480,"3050,3150,3300",16500,11400,135.78,磷酸铁锂电池,10.20,116.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/3000/2800,永磁同步电机,69,nan,nan,nan,251,nan,0.188,nan,nan,配置ID： NC224690
174,石家庄中博汽车有限公司,广通客车牌,纯电动客车,SQ6119BEVP61,nan,2017,8,"2500, 2500","10700, 10700","3210,3460, 3210,3460","16500, 16500","11200,11800, 11200,11800","135.78, 135.78","磷酸铁锂电池, 磷酸铁锂电池","10.40, 10.40","116.34, 116.34",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"200/3350/2800, 200/3350/2800","永磁同步电机, 永磁同步电机","100, 100",nan,nan,nan,"251, 251",nan,"0.204, 0.201",nan,nan,"配置ID： NC224743, 配置ID： NC224716"
175,石家庄中博汽车有限公司,广通客车牌,纯电动城市客车,SQ6121BEVBT2,nan,2017,8,2540,12000,"3040,2840",18000,13900,101.50,钛酸锂电池,19.30,nan,3.17C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/3000/2800,永磁同步电机,69,nan,nan,nan,nan,nan,0.238,nan,nan,配置ID： NC213876
176,石家庄中博汽车有限公司,广通客车牌,纯电动城市客车,SQ6858BEVB82,nan,2017,8,2480,8490,3050,13500,8800,94.35,磷酸铁锂电池,9.30,117.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3000/2000,永磁同步电机,69,nan,nan,nan,203,nan,0.175,nan,nan,配置ID： NC224301
177,山西皇城相府宇航汽车制造有限公司,山西牌,纯电动城市客车,SXK6107GBEV5,nan,2017,8,2500,10490,"3050,3150",16500,11000,193.88,磷酸铁锂蓄电池,17.30,108.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200 /3100/2080,永磁同步电机,69,nan,nan,nan,250,nan,0.213,nan,nan,配置ID： NC185609
178,山西皇城相府宇航汽车制造有限公司,山西牌,纯电动城市客车,SXK6851GBEV4,nan,2017,8,2400,8540,"3050,2940",12200,8600,121.00,磷酸铁锂蓄电池,13.96,97.40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160/3500/1800,永磁同步电机,69,nan,nan,nan,250,nan,0.206,nan,nan,配置ID： NC186360
179,山西原野汽车制造有限公司,湛龙牌,纯电动厢式运输车,YYC5041XXYBEV3,nan,2017,8,2035,5997,2910,4495,3180,77.40,镍钴锰酸锂电池,nan,120.30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100/5500/460,永磁同步,90,nan,nan,nan,250,nan,0.420,nan,nan,配置ID： NC240214
180,山西原野汽车制造有限公司,湛龙牌,纯电动城市客车,YYC6802GBEV,nan,2017,8,2160,8010,2860,9000,5940,96.70,磷酸铁锂蓄电池,14.00,"121.90,119.90",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3500/1700,永磁同步电机,69,nan,nan,nan,250,nan,0.238,nan,nan,配置ID： NC234345
181,辽宁乾丰专用车有限公司,易圣达牌,纯电动城市客车,QF6101EVG,nan,2017,8,2550,10490,"3050,3200",16500,"10640,10940",167.00,磷酸铁锂蓄电池,14.90,"110.20,104.70",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/3000/2800,永磁同步电机,69,nan,nan,nan,300,nan,0.140,nan,nan,配置ID： NC234211
182,辽宁乾丰专用车有限公司,易圣达牌,插电式混合动力城市客车,QF6101HEVNG,nan,2017,8,2550,10490,3220,16500,11400,50.00,磷酸铁锂蓄电池,6.70,nan,nan,nan,是,YC6J210N-52,广西玉柴机器股份有限公司,6494/155,nan,nan,nan,nan,nan,LNG/电混合动力,135/3500/1000,交流异步电机,69,nan,77,nan,nan,nan,nan,nan,nan,配置ID： NC235235
183,辽宁乾丰专用车有限公司,易圣达牌,插电式混合动力城市客车,QF6102HEVNG,nan,2017,8,2550,10490,3220,16500,12005,40.32,"磷酸铁锂蓄电池,超级电容器",4.50,nan,nan,nan,是,YC6J210N-52,广西玉柴机器股份有限公司,6494/155,nan,nan,nan,nan,nan,LNG/电混合动力,140/2600/2400,交流异步电机,69,nan,66,nan,nan,nan,nan,nan,nan,配置ID： NC235175
184,辽宁乾丰专用车有限公司,易圣达牌,插电式混合动力城市客车,QF6103HEVNG,nan,2017,8,2550,10490,"3220,3140",16500,"11700,11415",50.30,锰酸锂锂离子电池,4.20,nan,nan,nan,是,YC6J210N-52,广西玉柴机器股份有限公司,6494/155,nan,nan,nan,nan,nan,LNG/电混合动力,140/2600/2400,交流异步电机,69,nan,69,nan,nan,nan,nan,nan,nan,配置ID： NC235269
185,辽宁乾丰专用车有限公司,易圣达牌,插电式混合动力城市客车,QF6113HEVNG,nan,2017,8,2550,11490,"3200,3120",18000,"12915,12620",50.00,磷酸铁锂蓄电池,5.90,nan,nan,nan,是,YC6J210N-52,广西玉柴机器股份有限公司,6494/155,nan,nan,nan,nan,nan,LNG/电混合动力,140/2600/2400,交流异步电机,69,nan,63,nan,nan,nan,nan,nan,nan,配置ID： NC235313
186,辽宁乾丰专用车有限公司,易圣达牌,纯电动城市客车,QF6801EVG,nan,2017,8,2340,8005,"2800,3060",10700,"7240,7440",92.10,磷酸铁锂动力电池,10.70,118.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3500/1700,永磁同步电机,69,nan,nan,nan,220,nan,0.255,nan,nan,配置ID： NC234852
187,长春北车电动汽车有限公司,环菱牌,纯电动城市客车,CCQ6101BEV5,nan,2017,8,2400,10100,"3020,3190",14000,"8550,9000",152.06,磷酸铁锂蓄电池,13.70,136.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,155/3250/1800,永磁同步电机,69,nan,nan,nan,305,nan,0.179,nan,nan,配置ID： NC239021
188,哈尔滨通联客车有限公司,哈尔滨牌,纯电动城市客车,HKC6110BEV,nan,2017,8,2550,10665,3240,17000,"11920,11520",165.89,磷酸铁锂电池,"13.90,14.30",100.30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/2500/2500,永磁同步电机,69,nan,nan,nan,280,nan,"0.208,0.190",nan,nan,配置ID： NC238015
189,黑龙江龙华汽车有限公司,黑龙江牌,纯电动厢式运输车,HLJ5030XXYBEV,nan,2017,8,1675,4425,2130,2540,1320,30.20,三元锂离子电池,nan,110.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45/7500/210,永磁同步电动机,80,nan,nan,150,nan,nan,0.262,nan,nan,配置ID： NC198610
190,上海万象汽车制造有限公司,象牌,纯电动城市客车,SXC6111GBEV,nan,2017,8,2500,10800,3150,16100,11100,120.96,锰酸锂蓄电池,9.80,nan,3.18C;3.22C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3000/2500,永磁同步电机,69,nan,nan,nan,nan,nan,0.227,nan,nan,配置ID： NC238707
191,南京市公共交通车辆厂,建康牌,纯电动厢式运输车,NJC5030XXYBEV,nan,2017,8,1705,5440,2210,3480,2100,46.33,三元锂离子蓄电池,nan,111.30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90/6000/500,永磁同步电机,100,nan,nan,202,nan,nan,0.336,nan,nan,配置ID： NC234374
192,南京市公共交通车辆厂,建康牌,纯电动城市客车,NJC6680GBEV,nan,2017,8,2250,6680,2880,8550,5650,62.21,锰酸锂,9.49,110.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/3500/1200,永磁同步电机,69,nan,nan,nan,200,nan,0.187,nan,nan,配置ID： NC238277
193,南京市公共交通车辆厂,建康牌,纯电动客车,NJC6851YBEV4,nan,2017,8,2450,8545,3330,12000,8650,115.20,磷酸铁锂电池,13.64,98.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135/3000/2000,永磁同步电机,100,nan,nan,nan,250,nan,0.228,nan,nan,配置ID： NC238361
194,苏州益茂电动客车有限公司,东鸥牌,纯电动客车,ZQK6810EV6,nan,2017,8,2280,8100,"2780,2980",9400,6000,92.16,磷酸铁锂蓄电池,12.80,122.90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/5500/450,永磁同步电动机,100,nan,nan,nan,250,nan,0.210,nan,nan,配置ID： NC230726
195,苏州益茂电动客车有限公司,东鸥牌,纯电动城市客车,ZQK6810EV8,nan,2017,8,2280,8100,"2780,2980",9400,6000,92.16,磷酸铁锂蓄电池,12.80,122.90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/5500/450,永磁同步电动机,69,nan,nan,nan,250,nan,0.211,nan,nan,配置ID： NC230785
196,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动冷藏车,RQ5025XLCEVH0,nan,2017,8,1680,4840,2460,2570,1800,44.51,镍钴锰酸锂离子电池,nan,109.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42/8000/175,永磁同步电机,80,nan,nan,240,nan,nan,0.429,nan,nan,配置ID： NC240654
197,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动厢式运输车,RQ5027XXYEVH0,nan,2017,8,1600,4022,1878,2510,1220,30.13,镍钴锰酸锂离子电池,nan,130.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30/9000/120,永磁同步电机,70,nan,nan,170,nan,nan,0.243,nan,nan,配置ID： NC238033
198,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动客车,RQ6110YEVH3,nan,2017,8,2500,10960,3600,17300,12610,189.20,磷酸铁锂动力蓄电池,16.70,86.70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150/2600/2850,交流异步电机,90,nan,nan,nan,335,nan,0.220,nan,nan,配置ID： NC213712
199,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动城市客车,RQ6830GEVH6,nan,2017,8,2280,8348,"2880,2980",9400,6550,112.00,磷酸铁锂动力蓄电池,16.30,105.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/6000/500,永磁同步电机,69,nan,nan,nan,380,nan,0.190,nan,nan,配置ID： NC218764
200,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动客车,RQ6830YEVH17,nan,2017,8,2280,8348,"2880,2980",9400,6550,112.00,磷酸铁锂动力蓄电池,16.30,105.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/6000/500,永磁同步电机,100,nan,nan,nan,380,nan,0.190,nan,nan,配置ID： NC219209
201,江苏陆地方舟新能源车辆股份有限公司,陆地方舟牌,纯电动客车,RQ6830YEVH18,nan,2017,8,2280,8348,"2880,2980",9400,6550,112.00,磷酸铁锂动力蓄电池,16.30,105.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/6000/500,永磁同步电机,100,nan,nan,nan,380,nan,0.190,nan,nan,配置ID： NC218872
202,南京特种汽车制配厂有限公司,金龙牌,纯电动厢式运输车,NJT5044XXYBEV1,nan,2017,8,2155,5990,"2820,2720",4480,3140,72.60,三元镍钴锰锂离子蓄电池,nan,106.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90/6000/450,永磁同步电机,80,nan,nan,nan,240,nan,0.430,nan,nan,配置ID： NC240509
203,南京特种汽车制配厂有限公司,金龙牌,纯电动厢式运输车,NJT5045XXYBEV3,nan,2017,8,1995,5915,2650,4390,2880,72.95,三元锂离子蓄电池,nan,110.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140/6000/781,永磁同步电机,100,nan,nan,nan,250,nan,0.370,nan,nan,配置ID： NC240254
204,南京特种汽车制配厂有限公司,金龙牌,纯电动厢式运输车,NJT5045XXYBEV5,nan,2017,8,1995,5915,2650,4390,2880,72.95,三元锂离子蓄电池,nan,110.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140/6000/781,永磁同步电机,100,nan,nan,nan,250,nan,0.370,nan,nan,配置ID： NC240491
205,江苏登达汽车有限公司,钻石牌,纯电动厢式运输车,SGK5040XXYEV,nan,2017,8,2260,5980,3050,4495,3300,73.26,三元系动力电池,nan,116.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120/4500/850,永磁同步驱动电机,95,nan,nan,nan,260,nan,0.344,nan,nan,配置ID： NC237978
206,江苏登达汽车有限公司,钻石牌,纯电动城市客车,SGK6109BEVGK11,nan,2017,8,2500,10500,"3050,3300",17000,"9600,9900",141.30,磷酸铁锂动力电池,11.70,123.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200/3000/3000,永磁同步驱动电机,69,nan,nan,nan,230,nan,0.156,nan,nan,配置ID： NC233680
